# Seconds of Week            X-ECEF            Y-ECEF            Z-ECEF        VX        VY        VZ     Pitch      Roll       Yaw      GyroBiasX      GyroBiasY      GyroBiasZ      AcceBiasX      AcceBiasY      AcceBiasZ         
#             (s)               (m)               (m)               (m)     (m/s)     (m/s)     (m/s)     (deg)     (deg)     (deg)        (deg/h)        (deg/h)        (deg/h)           (mg)           (mg)           (mg)
     358525.802500      -2267408.445       5008839.824       3222008.344     0.003    -0.002     0.003    0.4963    0.7415   35.9606         0.0454         0.6292        -0.0298        -0.0210         0.0146         1.5910
     358525.902500      -2267408.445       5008839.823       3222008.345     0.003     0.000     0.007    0.4985    0.7301   35.9603         0.0454         0.6292        -0.0298        -0.0210         0.0146         1.5910
     358526.002500      -2267408.448       5008839.828       3222008.350    -0.004     0.002     0.007    0.5031    0.7178   35.9572         0.0414         0.6559        -0.0317        -0.0210         0.0147         1.5901
     358526.102500      -2267408.449       5008839.829       3222008.350    -0.009     0.001     0.002    0.4910    0.7262   35.9580         0.0416         0.6552        -0.0303        -0.0210         0.0146         1.5901
     358526.202500      -2267408.449       5008839.829       3222008.350    -0.003     0.003     0.000    0.4909    0.7362   35.9593         0.0416         0.6552        -0.0303        -0.0210         0.0146         1.5901
     358526.302500      -2267408.450       5008839.829       3222008.350     0.000     0.003     0.002    0.4974    0.7366   35.9578         0.0414         0.6559        -0.0316        -0.0210         0.0147         1.5901
     358526.402500      -2267408.449       5008839.829       3222008.351    -0.000     0.003     0.003    0.4955    0.7308   35.9565         0.0414         0.6559        -0.0316        -0.0210         0.0147         1.5901
     358526.502500      -2267408.450       5008839.830       3222008.351    -0.004     0.003     0.001    0.4975    0.7313   35.9587         0.0414         0.6556        -0.0309        -0.0210         0.0146         1.5901
     358526.602500      -2267408.450       5008839.830       3222008.351    -0.004     0.002     0.003    0.4988    0.7341   35.9594         0.0415         0.6548        -0.0264        -0.0210         0.0146         1.5901
     358526.702500      -2267408.450       5008839.830       3222008.351    -0.002     0.003     0.003    0.4953    0.7344   35.9571         0.0416         0.6553        -0.0277        -0.0210         0.0146         1.5902
     358526.802500      -2267408.451       5008839.830       3222008.352    -0.002     0.002     0.003    0.4979    0.7311   35.9581         0.0418         0.6553        -0.0279        -0.0210         0.0146         1.5902
     358526.902500      -2267408.451       5008839.830       3222008.352    -0.004     0.001     0.003    0.4958    0.7324   35.9605         0.0419         0.6549        -0.0268        -0.0210         0.0146         1.5902
     358527.002500      -2267408.456       5008839.833       3222008.353    -0.007     0.003     0.001    0.4945    0.7353   35.9596         0.0477         0.5838        -0.0245        -0.0210         0.0146         1.5901
     358527.102500      -2267408.457       5008839.833       3222008.353    -0.004     0.001     0.002    0.4962    0.7364   35.9585         0.0475         0.5842        -0.0251        -0.0210         0.0146         1.5901
     358527.202500      -2267408.457       5008839.833       3222008.353    -0.006     0.002     0.001    0.4937    0.7347   35.9606         0.0476         0.5842        -0.0267        -0.0210         0.0146         1.5901
     358527.302500      -2267408.455       5008839.829       3222008.350    -0.004     0.001     0.000    0.4991    0.7325   35.9594         0.0473         0.6196        -0.0830        -0.0207         0.0143         1.5926
     358527.402500      -2267408.455       5008839.829       3222008.350    -0.004    -0.001     0.001    0.4968    0.7344   35.9597         0.0474         0.6196        -0.0836        -0.0207         0.0143         1.5926
     358527.502500      -2267408.455       5008839.829       3222008.350    -0.002    -0.001     0.001    0.4968    0.7303   35.9599         0.0476         0.6198        -0.0858        -0.0207         0.0143         1.5926
     358527.602500      -2267408.456       5008839.829       3222008.350    -0.004    -0.000     0.001    0.4977    0.7298   35.9602         0.0476         0.6198        -0.0865        -0.0207         0.0143         1.5926
     358527.702500      -2267408.456       5008839.829       3222008.350    -0.006    -0.000    -0.002    0.4963    0.7340   35.9587         0.0477         0.6200        -0.0870        -0.0207         0.0143         1.5926
     358527.802500      -2267408.457       5008839.828       3222008.350    -0.004    -0.001     0.000    0.4982    0.7346   35.9596         0.0478         0.6201        -0.0909        -0.0207         0.0143         1.5926
     358527.902500      -2267408.457       5008839.828       3222008.351    -0.003    -0.001     0.002    0.4961    0.7328   35.9600         0.0480         0.6203        -0.0914        -0.0207         0.0143         1.5927
     358528.002500      -2267408.457       5008839.834       3222008.352    -0.004     0.001    -0.001    0.4998    0.7301   35.9605        -0.0187         0.6597        -0.0795        -0.0208         0.0142         1.5928
     358528.102500      -2267408.458       5008839.834       3222008.351    -0.003    -0.000    -0.002    0.4979    0.7316   35.9612        -0.0187         0.6597        -0.0795        -0.0208         0.0142         1.5928
     358528.202500      -2267408.458       5008839.834       3222008.351    -0.002     0.001    -0.001    0.4983    0.7324   35.9655        -0.0182         0.6578         0.0275        -0.0208         0.0142         1.5928
     358528.302500      -2267408.458       5008839.834       3222008.351    -0.002     0.001     0.001    0.5015    0.7295   35.9633        -0.0182         0.6582         0.0214        -0.0208         0.0142         1.5928
     358528.402500      -2267408.458       5008839.834       3222008.351    -0.004    -0.001     0.000    0.4993    0.7306   35.9639        -0.0181         0.6583         0.0180        -0.0208         0.0142         1.5928
     358528.502500      -2267408.459       5008839.834       3222008.351    -0.005     0.000    -0.000    0.5007    0.7327   35.9637        -0.0173         0.6589         0.0073        -0.0208         0.0142         1.5928
     358528.602500      -2267408.459       5008839.834       3222008.351     0.001     0.003    -0.005    0.4940    0.7351   35.9615        -0.0173         0.6593        -0.0026        -0.0208         0.0142         1.5928
     358528.702500      -2267408.459       5008839.834       3222008.351    -0.000     0.000    -0.002    0.4819    0.7305   35.9629        -0.0198         0.6595        -0.0101        -0.0208         0.0142         1.5927
     358528.802500      -2267408.460       5008839.834       3222008.351    -0.002     0.004    -0.004    0.4870    0.7294   35.9674        -0.0212         0.6589        -0.0124        -0.0208         0.0142         1.5927
     358528.902500      -2267408.460       5008839.834       3222008.351    -0.004     0.003    -0.003    0.4995    0.7326   35.9672        -0.0192         0.6593        -0.0141        -0.0208         0.0142         1.5928
     358529.002500      -2267408.460       5008839.839       3222008.357    -0.002     0.000     0.002    0.5111    0.7333   35.9673        -0.0068         0.7657         0.0173        -0.0209         0.0143         1.5925
     358529.102500      -2267408.460       5008839.839       3222008.357     0.000    -0.002     0.005    0.5095    0.7320   35.9678        -0.0075         0.7660         0.0262        -0.0209         0.0143         1.5924
     358529.202500      -2267408.460       5008839.839       3222008.357    -0.001    -0.002     0.003    0.4940    0.7288   35.9670        -0.0075         0.7660         0.0262        -0.0209         0.0143         1.5924
     358529.302500      -2267408.460       5008839.839       3222008.357    -0.002     0.001     0.001    0.4838    0.7280   35.9665        -0.0089         0.7661         0.0267        -0.0209         0.0143         1.5924
     358529.402500      -2267408.460       5008839.839       3222008.358    -0.002     0.002     0.002    0.4880    0.7298   35.9677        -0.0089         0.7661         0.0267        -0.0209         0.0143         1.5924
     358529.502500      -2267408.460       5008839.839       3222008.358    -0.001     0.002     0.002    0.4996    0.7311   35.9674        -0.0079         0.7660         0.0265        -0.0209         0.0143         1.5924
     358529.602500      -2267408.460       5008839.839       3222008.358    -0.001     0.000     0.003    0.5043    0.7310   35.9668        -0.0079         0.7660         0.0265        -0.0209         0.0143         1.5924
     358529.702500      -2267408.460       5008839.839       3222008.358    -0.001    -0.001     0.003    0.4987    0.7286   35.9677        -0.0071         0.7661         0.0342        -0.0209         0.0143         1.5924
     358529.802500      -2267408.461       5008839.839       3222008.358    -0.002    -0.001     0.002    0.4938    0.7298   35.9676        -0.0068         0.7659         0.0344        -0.0209         0.0143         1.5925
     358529.902500      -2267408.461       5008839.839       3222008.359    -0.001     0.000     0.003    0.4939    0.7301   35.9670        -0.0073         0.7660         0.0341        -0.0209         0.0143         1.5924
     358530.002500      -2267408.461       5008839.843       3222008.359     0.002     0.002     0.001    0.4990    0.7274   35.9675        -0.0971         0.8187         0.0463        -0.0209         0.0143         1.5928
     358530.102500      -2267408.461       5008839.843       3222008.359     0.002     0.002     0.001    0.5024    0.7280   35.9680        -0.0967         0.8185         0.0464        -0.0209         0.0143         1.5928
     358530.202500      -2267408.461       5008839.843       3222008.359     0.000     0.002     0.000    0.5044    0.7299   35.9656        -0.0967         0.8185         0.0464        -0.0209         0.0143         1.5928
     358530.302500      -2267408.460       5008839.844       3222008.359     0.002    -0.000     0.002    0.5001    0.7309   35.9689        -0.0969         0.8183         0.0481        -0.0209         0.0143         1.5928
     358530.402500      -2267408.460       5008839.844       3222008.359     0.002     0.001     0.000    0.4968    0.7305   35.9688        -0.0969         0.8183         0.0481        -0.0209         0.0143         1.5928
     358530.502500      -2267408.460       5008839.844       3222008.359     0.002     0.001     0.002    0.5007    0.7290   35.9674        -0.0970         0.8181         0.0495        -0.0209         0.0143         1.5928
     358530.602500      -2267408.460       5008839.844       3222008.359     0.001     0.002     0.001    0.5024    0.7299   35.9689        -0.0970         0.8181         0.0495        -0.0209         0.0143         1.5928
     358530.702500      -2267408.460       5008839.844       3222008.359     0.003     0.000    -0.000    0.5032    0.7289   35.9700        -0.0969         0.8179         0.0502        -0.0209         0.0143         1.5928
     358530.802500      -2267408.460       5008839.844       3222008.360     0.003    -0.000     0.001    0.5041    0.7295   35.9679        -0.0969         0.8179         0.0502        -0.0209         0.0143         1.5928
     358530.902500      -2267408.459       5008839.844       3222008.360     0.001    -0.000     0.000    0.5007    0.7291   35.9699        -0.0966         0.8172         0.0539        -0.0209         0.0143         1.5928
     358531.002500      -2267408.465       5008839.848       3222008.362     0.001     0.002     0.001    0.5018    0.7308   35.9703        -0.1102         0.8115         0.0596        -0.0209         0.0143         1.5926
     358531.102500      -2267408.464       5008839.848       3222008.362     0.002     0.002     0.000    0.5051    0.7311   35.9703        -0.1102         0.8115         0.0593        -0.0209         0.0143         1.5926
     358531.202500      -2267408.464       5008839.848       3222008.362     0.002     0.001    -0.000    0.5039    0.7320   35.9704        -0.1100         0.8115         0.0577        -0.0209         0.0143         1.5926
     358531.302500      -2267408.464       5008839.848       3222008.362    -0.001     0.002     0.001    0.5059    0.7316   35.9655        -0.1101         0.8116         0.0575        -0.0209         0.0143         1.5926
     358531.402500      -2267408.464       5008839.849       3222008.362     0.001     0.001     0.002    0.5048    0.7337   35.9630        -0.1098         0.8114         0.0590        -0.0209         0.0143         1.5926
     358531.502500      -2267408.464       5008839.849       3222008.363     0.002     0.001     0.002    0.5053    0.7316   35.9681        -0.1097         0.8111         0.0601        -0.0209         0.0143         1.5926
     358531.602500      -2267408.464       5008839.849       3222008.363     0.001    -0.002     0.002    0.5136    0.7324   35.9720        -0.1092         0.8112         0.0763        -0.0209         0.0143         1.5926
     358531.702500      -2267408.464       5008839.848       3222008.363     0.003    -0.001    -0.000    0.5191    0.7319   35.9727        -0.1092         0.8113         0.0755        -0.0209         0.0143         1.5926
     358531.802500      -2267408.463       5008839.848       3222008.363     0.003     0.001    -0.001    0.5268    0.7304   35.9764        -0.1092         0.8113         0.0755        -0.0209         0.0143         1.5926
